,0,1,Label
0,9.519384,8.667837,Walking
1,10.639307,8.3132715,Sitting
2,11.063824,8.876895,Sitting
3,10.671523,8.755034,Sitting
4,11.404258,8.923878,Sitting
5,11.791519,8.950773,Sitting
6,10.667631,9.442743,Sitting
7,10.171064,8.345891,Walking
8,10.712652,9.0922165,Sitting
9,10.218482,10.397308,Sitting
10,10.190769,10.314577,Sitting
11,12.040457,8.810493,Sitting
12,11.566653,8.634495,Sitting
13,11.493534,9.888834,Sitting
14,9.206783,9.002354,Walking
15,9.535602,9.212147,Walking
16,10.920058,7.7464294,Sitting
17,11.616235,10.380585,Sitting
18,10.269547,10.220546,Sitting
19,12.144411,9.599675,Sitting
20,11.51756,9.981892,Sitting
21,11.60829,9.543179,Sitting
22,11.656237,9.497692,Sitting
23,11.538496,9.138264,Sitting
24,11.5792885,9.48089,Sitting
25,11.671491,9.689902,Sitting
26,11.926553,9.772922,Sitting
27,8.708056,7.540632,Walking
28,9.042319,7.6274414,Walking
29,9.099317,7.635041,Walking
30,1.8715318,4.2291174,Upstairs
31,1.8242724,4.415001,Upstairs
32,8.714765,7.5299444,Walking
33,8.714682,7.573732,Walking
34,9.002007,7.6698,Walking
35,9.852919,8.014204,Walking
36,12.262924,8.733527,Sitting
37,11.600117,8.162984,Sitting
38,9.6927,7.0283017,Walking
39,9.750669,7.0166078,Walking
40,11.70755,7.7238717,Sitting
41,11.997096,8.110171,Sitting
42,11.8875065,8.158557,Sitting
43,11.618447,8.052237,Sitting
44,11.2557125,7.8822255,Sitting
45,12.120343,8.673528,Sitting
46,11.715152,8.452458,Sitting
47,11.718512,8.044663,Sitting
48,10.641905,8.3943405,Sitting
49,10.529207,8.366845,Sitting
50,10.902274,7.996031,Sitting
51,10.386264,3.2247455,Downstairs
52,11.03101,4.3434925,Downstairs
53,12.239801,4.0341516,Downstairs
54,12.671576,4.501582,Downstairs
55,12.155627,4.074926,Downstairs
56,12.194979,3.906298,Downstairs
57,12.82026,4.411944,Downstairs
58,12.533616,4.466942,Downstairs
59,12.512613,4.5050044,Downstairs
60,12.537234,4.431672,Downstairs
61,12.264001,4.4694877,Downstairs
62,12.419444,4.4966516,Downstairs
63,12.625463,4.5362697,Downstairs
64,10.057942,4.335343,Downstairs
65,10.191242,4.2748666,Downstairs
66,10.329551,3.087582,Downstairs
67,10.377509,3.096775,Downstairs
68,10.343312,3.1106095,Downstairs
69,10.487077,3.1438704,Downstairs
70,10.592166,2.6343472,Downstairs
71,10.568143,2.5651026,Downstairs
72,10.098918,2.9141202,Downstairs
73,9.691646,2.7897253,Downstairs
74,11.074444,2.7483196,Downstairs
75,11.588856,2.564779,Downstairs
76,11.717903,2.659982,Downstairs
77,12.546863,2.5094397,Downstairs
78,-3.4798121,1.4854513,Upstairs
79,-3.4595156,1.4962196,Upstairs
80,-3.6498015,1.4261217,Upstairs
81,-3.4844294,1.5065732,Upstairs
82,-3.4835129,1.5034986,Upstairs
83,-3.4896698,1.5132617,Upstairs
84,-3.6205316,1.462954,Upstairs
85,-3.6083076,1.4512103,Upstairs
86,-3.5258982,1.424183,Upstairs
87,-3.5924914,1.4750278,Upstairs
88,-3.4255073,1.5404863,Upstairs
89,-3.268021,1.6486603,Upstairs
90,-3.2100854,1.6981151,Upstairs
91,-3.1753008,1.7031282,Upstairs
92,-3.239912,1.6247646,Upstairs
93,-3.5233324,1.501094,Upstairs
94,-3.5539691,1.4672967,Upstairs
95,-3.4991982,1.5088694,Upstairs
96,-3.6898823,1.4555973,Upstairs
97,-3.7024403,1.4505529,Upstairs
98,-3.356213,1.547305,Upstairs
99,-3.2548347,1.6250106,Upstairs
100,-3.2293792,1.6250271,Upstairs
101,-3.2376204,1.6494101,Upstairs
102,-3.251944,1.6386812,Upstairs
103,-3.3612363,1.5745052,Upstairs
104,-3.6106634,1.4679234,Upstairs
105,-3.3174617,1.6534424,Upstairs
106,-3.17661,1.6861326,Upstairs
107,-3.2020693,1.6390816,Upstairs
108,-3.4359748,1.5095158,Upstairs
109,-3.5697744,1.4615797,Upstairs
110,-3.6171155,1.4741985,Upstairs
111,-3.3144226,1.7415732,Upstairs
112,-3.2744148,1.7084724,Upstairs
113,-3.2818377,1.7059103,Upstairs
114,-3.281676,1.6559188,Upstairs
115,-3.4469798,1.5276427,Upstairs
116,-3.5130525,1.4877881,Upstairs
117,-3.534998,1.4809582,Upstairs
118,-3.6346276,1.4074583,Upstairs
119,-3.6676087,1.3529747,Upstairs
120,-3.7062476,1.4657766,Upstairs
121,-3.4875684,1.299386,Upstairs
122,-3.585659,1.3713808,Upstairs
123,-3.5804129,1.4542044,Upstairs
124,-3.6397696,1.4729017,Upstairs
