,0,1,Label
0,1.175899,2.417708,2
1,2.7661266,16.313662,1
2,11.647171,14.489901,8
3,12.053983,1.0562935,6
4,11.11632,14.110752,8
5,12.5767145,-4.627726,0
6,10.333799,1.3111417,6
7,3.68771,-5.11048,4
8,-4.680086,4.286663,2
9,5.000271,-5.141568,4
10,16.785246,5.1885853,7
11,1.2277764,1.7850306,2
12,15.954943,3.7686107,7
13,16.535778,5.223517,7
14,0.4060126,11.377995,5
15,12.71255,10.580316,3
16,13.149303,9.665224,3
17,16.843685,4.7335415,7
18,3.2930417,17.465572,1
19,3.6182451,15.619167,1
20,-4.775534,4.0408826,2
21,10.686414,15.356502,8
22,-5.075217,3.9878697,2
23,-0.14573918,4.5832367,2
24,15.139523,-4.30887,0
25,10.55476,1.2852824,6
26,5.179646,-5.492155,4
27,10.125056,1.947772,6
28,-0.02540079,4.7335124,2
29,7.63648,9.5136175,9
30,2.7014217,9.025633,5
31,-5.2063136,3.8094077,2
32,-0.36876696,11.56441,5
33,3.2575305,-5.0471644,4
34,6.276113,5.111984,9
35,13.3663435,10.270009,3
36,-5.1027303,4.1759176,2
37,11.788478,1.9468133,6
38,16.576986,7.1792817,7
39,4.0548887,16.573872,1
40,-0.20149657,10.765124,5
41,-4.654213,4.003115,2
42,15.107276,-4.505172,0
43,13.85707,11.01185,3
44,12.57728,11.443161,3
45,14.045316,-4.6772923,0
46,12.669442,9.444996,3
47,4.3346357,16.388979,1
48,-5.1043024,4.4523926,2
49,17.538216,4.3104634,7
50,13.610754,10.415736,3
51,11.41794,13.670868,8
52,4.6628766,-4.931557,4
53,11.145474,14.112054,8
54,10.480612,1.3561544,6
55,-5.484939,3.9449205,2
56,12.814567,10.467232,3
57,3.779428,16.447472,1
58,4.0229535,-5.0106816,4
59,14.385221,-4.1621833,0
60,0.005075189,4.790179,2
61,16.742123,10.034261,3
62,2.4605708,-4.7945676,4
63,13.99044,10.85007,3
64,0.041861974,10.324642,5
65,0.41763264,4.673625,2
66,16.739326,10.313239,3
67,13.664096,-3.9823084,0
68,0.17171413,4.4455843,2
69,1.1245214,1.580986,2
70,17.762009,5.0345926,7
71,3.4100347,-5.1372795,4
72,11.600651,1.4562819,6
73,11.058603,15.280732,8
74,16.021294,5.622033,7
75,-1.0848767,11.586589,5
76,4.7792253,-5.48021,4
77,14.815588,-4.518671,0
78,13.1895485,10.314506,3
79,13.381324,10.376429,3
80,3.5682583,17.678495,1
81,12.184937,1.5608486,6
82,5.371009,15.065992,1
83,15.080504,-4.886573,0
84,-5.3282585,4.3973584,2
85,-4.3016033,4.284757,2
86,2.3194973,9.591732,5
87,3.81108,-4.685549,4
88,4.09182,-5.1278567,4
89,16.929377,4.130541,7
90,-5.3416214,4.420256,2
91,14.963625,-4.7100782,0
92,11.22955,1.2701567,6
93,2.5981722,9.362674,5
94,10.1140375,15.229667,8
95,3.9068613,-5.5127068,4
96,11.000359,14.682374,8
97,16.480377,7.1236324,7
98,13.3251915,-4.4466224,0
99,4.420644,16.067276,1
100,3.2722414,-4.7711515,4
101,13.64296,10.1009655,3
102,3.9019516,-4.984301,4
103,1.355742,1.8856562,2
104,2.3764458,-4.870831,4
105,12.980541,10.288647,3
106,4.0443087,-5.20479,4
107,3.4726403,-4.6637154,4
108,-5.5946317,4.036218,2
109,12.30898,1.1563667,6
110,14.95826,-4.206295,0
111,3.075957,-5.1226563,4
112,14.64944,-4.6465564,0
113,1.0645304,2.0007913,2
114,17.06883,7.405644,7
115,10.743942,2.0414762,6
116,-4.9856114,4.4384136,2
117,12.529944,-4.640831,0
118,4.002221,17.134665,1
119,16.873682,7.5210342,7
120,0.9809846,2.517552,2
121,-4.29767,4.449721,2
122,3.5185826,-4.618725,4
123,2.414053,-4.8768973,4
124,4.356913,-5.0347524,4
125,11.546536,1.0513241,6
126,10.084873,13.526175,8
127,13.049251,9.650635,3
128,17.27285,4.1924076,7
129,3.913681,16.747726,1
130,-5.0716634,4.45996,2
131,16.672586,7.232772,7
132,5.7395096,-5.5996985,4
133,12.69367,-4.2438083,0
134,6.251224,-5.601999,4
135,13.609453,-4.972787,0
136,14.028579,-4.2725315,0
137,11.44977,15.602226,8
138,11.523907,1.9863182,6
139,11.148566,2.2679093,6
140,2.6857362,-4.582887,4
141,14.156267,-4.569179,0
142,3.794294,17.204756,1
143,16.814262,4.1389923,7
144,-5.1002436,4.0571904,2
145,13.388774,10.358992,3
146,11.418675,15.426345,8
147,11.329598,1.0720805,6
148,2.6898031,16.792694,1
149,12.564316,1.4050997,6
150,11.466874,13.675432,8
151,10.592752,15.035099,8
152,5.7920995,14.492955,1
153,14.8866,-4.513648,0
154,11.420826,13.685917,8
155,16.1691,7.018745,7
156,1.0370874,1.7173172,2
157,12.74313,1.3088844,6
158,-1.1790134,11.207399,5
159,13.2553,10.402078,3
160,13.345871,11.3403425,3
161,16.199173,6.9162655,7
162,2.5768707,9.345679,5
163,10.54516,1.1308051,6
164,13.54511,10.183245,3
165,5.3223176,-5.570019,4
166,-0.5450373,10.49647,5
167,16.770739,10.385055,3
168,0.7886548,2.7468572,2
169,12.6531725,9.981915,3
170,14.914603,-4.253877,0
171,-5.3584166,4.357063,2
172,5.442798,14.856708,1
173,-5.001438,4.3939395,2
174,11.2479,14.094917,8
175,10.094766,15.147839,8
176,10.2103195,15.252433,8
177,17.59147,4.555159,7
178,11.862555,1.2847723,6
179,-4.8113256,4.225188,2
180,9.991545,13.742384,8
181,2.4332533,9.484474,5
182,-1.0796514,10.939748,5
183,4.796374,-5.5814633,4
184,12.360156,10.934747,3
185,13.893699,-5.0214043,0
186,12.164128,5.666085,9
187,13.147949,-4.128554,0
188,16.552574,7.2749996,7
189,2.7728348,-5.039785,4
190,11.252662,3.5451865,9
191,-1.3303773,11.8453455,5
192,10.31602,15.070706,8
193,5.121561,-5.709041,4
194,15.919911,3.7353354,7
195,5.397416,-5.5945783,4
196,15.7592535,3.5699382,7
197,5.7821474,14.532191,1
198,17.23184,4.9334316,7
199,12.390976,1.6788474,6
200,10.262749,2.220866,6
201,10.048294,1.6544473,6
202,-5.7414627,4.276545,2
203,4.9814153,16.276402,1
204,12.645511,-4.251981,0
205,0.55519605,3.0873792,2
206,3.2479086,15.493237,1
207,10.89868,14.970271,8
208,11.282809,15.550675,8
209,13.070671,10.024568,3
210,1.1307157,1.7121985,2
211,10.1675205,2.1237307,6
212,-0.21521199,11.099017,5
213,7.926196,9.845545,9
214,-5.385831,3.8658433,2
215,10.229042,13.423882,8
216,-5.1722393,4.0852475,2
217,1.0477625,2.6585336,2
218,-5.6612597,4.2711854,2
219,12.307138,1.4336019,6
220,14.933311,-4.3317456,0
221,4.0087676,15.56535,1
222,12.652943,10.016654,3
223,12.824522,1.6679143,6
224,10.238922,1.5958295,6
225,0.19597958,4.675576,2
226,14.192594,-4.165071,0
227,3.54307,17.663746,1
228,-5.2320333,4.122994,2
229,-5.4642496,4.2440705,2
230,14.196317,-4.0968933,0
231,-1.0452688,11.920528,5
232,-0.9665318,11.818787,5
233,11.628438,14.872357,8
234,0.3188507,10.556791,5
235,13.7193775,10.805446,3
236,12.840778,9.372247,3
237,1.4753939,1.7059594,2
238,11.916929,5.7164216,9
239,3.498052,-5.087672,4
240,12.700838,10.012258,3
241,5.032748,-5.623532,4
242,-0.8226976,11.768191,5
243,0.39220342,4.7593646,2
244,3.3965251,16.668474,1
245,17.082565,7.362314,7
246,11.699113,2.0465567,6
247,6.2764373,5.112475,9
248,15.800031,6.3822656,7
249,11.652739,14.977908,8
250,11.279258,2.2028348,6
251,13.67666,-4.149465,0
252,13.99334,10.9622965,3
253,3.2929947,15.550998,1
254,13.174261,-3.782471,0
255,3.2450867,-4.5850673,4
256,6.87469,1.5607005,2
257,4.8109727,-4.8297925,4
258,0.53143364,3.2554507,2
259,12.129424,5.6508656,9
260,13.27644,9.6850195,3
261,1.1069238,1.5706635,2
262,12.617508,-4.303387,0
263,14.547758,-3.8899899,0
264,4.523318,16.266464,1
265,3.595567,-5.053864,4
266,15.795883,6.3811684,7
267,10.295465,13.696318,8
268,4.0580463,-5.0662155,4
269,1.2379361,1.8408571,2
270,0.05782526,4.01327,2
271,12.320794,0.94030434,6
272,12.702615,1.7209995,6
273,15.033822,-4.6158333,0
274,13.557185,-4.948592,0
275,12.367986,0.97124326,6
276,3.0866067,-4.6945868,4
277,11.91418,10.986507,3
278,4.4365144,16.208172,1
279,0.10037017,11.648855,5
280,13.218485,10.894449,3
281,10.621242,1.3945646,6
282,17.273975,4.3523912,7
283,13.513188,-3.7465994,0
284,15.612401,3.494056,7
285,3.111146,17.248999,1
286,13.562821,-4.256138,0
287,-0.055379275,10.924789,5
288,13.750346,-4.143543,0
289,15.654461,3.5451307,7
290,12.803333,10.847543,3
291,3.8840156,16.64388,1
292,15.618022,3.4999914,7
293,13.1844425,-4.6605077,0
294,10.86295,2.2392526,6
295,12.755407,10.092444,3
296,2.6871579,9.057595,5
297,3.520075,16.290167,1
298,-4.6547217,3.9600878,2
299,12.900819,10.793145,3
300,16.818153,10.320711,3
301,0.26583877,10.4323845,5
302,12.363146,1.4264337,6
303,13.442091,10.649739,3
304,15.794067,3.5909045,7
305,10.7666855,15.443403,8
306,3.9682322,15.319444,1
307,15.611719,3.4891691,7
308,-0.24444242,4.581784,2
309,4.4474344,5.231148,9
