,0,1,Label
0,4.116671,9.220867,0
1,-0.95944154,6.7168736,5
2,3.637324,-0.82324225,6
3,-0.8964997,-3.913861,1
4,-1.3810453,5.505975,5
5,3.8826272,9.546696,0
6,-1.1117616,4.974549,5
7,13.172966,4.9389224,2
8,-4.438381,12.283945,3
9,12.502194,5.413062,2
10,-0.97545433,-3.4265676,1
11,-3.3884966,13.807297,8
12,13.754448,5.208286,2
13,13.930238,5.4375167,2
14,-0.44766098,-3.7964425,1
15,-0.7317947,-4.1338143,1
16,1.9179915,-1.306461,6
17,-0.6846257,1.733848,7
18,-3.4775338,12.9054165,8
19,10.613502,5.488633,2
20,2.8535743,-0.45617527,6
21,-1.2146297,-3.3224576,1
22,-0.9381459,-3.8133085,1
23,2.8101397,-0.5916132,6
24,-0.74755615,0.9778371,7
25,-0.7484752,-4.0762157,1
26,-1.9614074,5.2782083,5
27,-0.6160003,-3.8113623,1
28,3.4414568,-0.85105664,6
29,11.938279,5.6266785,2
30,-1.3695327,5.810838,5
31,4.558406,8.649588,0
32,-1.0944983,-4.307038,1
33,2.3616974,-1.1893858,6
34,13.3539915,4.957196,2
35,-1.2360461,5.4529634,5
36,-2.0926638,-4.1624813,1
37,-1.0418363,-3.9378076,1
38,3.5879462,-1.7976446,6
39,0.14355524,6.5764456,5
40,3.644774,-1.2480448,6
41,1.7573742,2.3127575,4
42,-0.9922087,-3.8596969,1
43,2.9067326,-1.726589,6
44,12.521116,5.3288274,2
45,-1.0454139,5.3895907,5
46,-1.4076823,-3.4677255,1
47,-1.8293053,-4.332617,1
48,2.6146114,0.23620062,6
49,-2.9390795,14.397624,8
50,4.6021285,9.099694,0
51,-1.361841,5.760587,5
52,-0.81121945,-4.014524,1
53,-3.1473503,14.594896,8
54,-0.36216772,1.0958569,7
55,4.809588,8.200635,0
56,4.816967,8.236952,0
57,2.74241,2.5005727,4
58,-3.2194326,13.102073,8
59,-1.0550536,1.1217991,7
60,-1.4799366,-4.3478813,1
61,-0.63451713,1.0164444,7
62,2.3469305,3.0814083,4
63,-2.9523911,14.361112,8
64,1.5852729,-2.1807373,9
65,-2.9615424,14.402086,8
66,2.6013741,1.8686986,4
67,2.388486,3.3996017,4
68,-2.9926105,12.871779,8
69,-1.0967588,1.4087069,7
70,11.302721,5.008818,2
71,1.8034678,2.5242517,4
72,-3.0742664,13.692129,8
73,-0.93387157,0.9731939,7
74,-1.3600065,5.85845,5
75,-1.3962333,5.8683333,5
76,1.9995482,3.4983346,4
77,-0.43666804,0.8371427,7
78,2.7342336,1.4010447,4
79,1.7599149,2.4148774,4
80,-3.9010417,11.799311,3
81,-0.5993714,1.2945763,7
82,12.287372,4.9773145,2
83,2.4985697,0.05769151,6
84,2.816847,-0.6386541,6
85,-1.27236,1.1861926,7
86,0.8675404,-2.5444357,9
87,-1.1531938,1.2007822,7
88,3.338195,-2.067458,6
89,3.7064366,9.516948,0
90,-1.9076796,-3.9845035,1
91,3.8223305,9.350394,0
92,12.69518,5.5629325,2
93,2.2624278,-2.7339787,9
94,-1.2408465,-4.629655,1
95,-3.499045,12.141563,3
96,-0.7604565,1.6730999,7
97,-3.4597828,14.334984,8
98,2.5416322,-0.012885451,6
99,4.273475,9.058685,0
100,-1.0957506,1.2539634,7
101,-4.493079,12.689311,3
102,-3.6092536,13.821027,8
103,-1.4007328,5.843698,5
104,-4.1410794,11.585033,3
105,-1.2921768,1.4135536,7
106,-3.7473736,11.71288,3
107,1.0346533,-2.2882957,9
108,-3.5278025,12.677769,8
109,-1.0901295,5.017145,5
110,-1.1049418,1.3751105,7
111,-3.4322882,11.974001,3
112,12.281905,5.5441017,2
113,2.5001953,2.6021698,4
114,2.8924403,2.0702784,4
115,2.0675416,-3.056732,9
116,-3.8089406,11.708647,3
